Date,BTC-USD,ETH-USD,ADA-USD,BNB-USD
2022-05-29,29445.95703125,1812.031005859375,0.48112601041793823,305.9750671386719
2022-05-30,31726.390625,1996.4412841796875,0.5700730085372925,321.7528991699219
2022-05-31,31792.310546875,1942.3280029296875,0.6252539753913879,320.485107421875
2022-06-01,29799.080078125,1823.5693359375,0.5527499914169312,300.5040588378906
2022-06-02,30467.48828125,1834.1505126953125,0.5877950191497803,308.1017761230469
2022-06-03,29704.390625,1775.07861328125,0.5596579909324646,298.39788818359375
2022-06-04,29832.9140625,1801.6094970703125,0.5660690069198608,301.6311340332031
2022-06-05,29906.662109375,1805.2049560546875,0.5670899748802185,298.9347229003906
2022-06-06,31370.671875,1859.2896728515625,0.6093279719352722,295.3960266113281
2022-06-07,31155.478515625,1814.04833984375,0.6154450178146362,290.34112548828125
2022-06-08,30214.35546875,1793.572265625,0.6416140198707581,288.6160888671875
2022-06-09,30111.998046875,1789.8260498046875,0.6329200267791748,289.9196472167969
2022-06-10,29083.8046875,1665.042236328125,0.5742160081863403,286.04669189453125
2022-06-11,28360.810546875,1529.6634521484375,0.5527769923210144,269.48699951171875
2022-06-12,26762.6484375,1445.216552734375,0.4968610107898712,255.9508819580078
2022-06-13,22487.388671875,1204.582763671875,0.4631330072879791,222.5057830810547
2022-06-14,22206.79296875,1211.662841796875,0.48438599705696106,223.22125244140625
2022-06-15,22572.83984375,1233.2064208984375,0.5332959890365601,233.39671325683594
2022-06-16,20381.650390625,1067.730712890625,0.47502198815345764,209.5387420654297
2022-06-17,20471.482421875,1086.519287109375,0.48739200830459595,215.8917999267578
2022-06-18,19017.642578125,993.6367797851562,0.45618200302124023,197.04299926757812
2022-06-19,20553.271484375,1127.656494140625,0.48436400294303894,214.9205322265625
2022-06-20,20599.537109375,1127.6424560546875,0.49226099252700806,216.93426513671875
2022-06-21,20710.59765625,1124.8245849609375,0.479203999042511,219.49862670898438
2022-06-22,19987.029296875,1051.421875,0.4585680067539215,214.2619171142578
2022-06-23,21085.876953125,1143.38671875,0.4802919924259186,228.95375061035156
2022-06-24,21231.65625,1226.8447265625,0.4992240071296692,240.23831176757812
2022-06-25,21502.337890625,1243.4468994140625,0.49894601106643677,239.69065856933594
2022-06-26,21027.294921875,1199.8316650390625,0.48965299129486084,233.85874938964844
2022-06-27,20735.478515625,1193.6806640625,0.4857900142669678,233.65402221679688
2022-06-28,20280.634765625,1144.5792236328125,0.46967101097106934,226.92733764648438
2022-06-29,20104.0234375,1098.94384765625,0.46550899744033813,219.2844696044922
2022-06-30,19784.7265625,1067.298828125,0.4588490128517151,219.3000946044922
2022-07-01,19269.3671875,1059.767333984375,0.44808900356292725,216.0154571533203
2022-07-02,19242.255859375,1066.5128173828125,0.45635101199150085,218.0352325439453
2022-07-03,19297.076171875,1073.7669677734375,0.4555869996547699,218.98031616210938
2022-07-04,20231.26171875,1151.05908203125,0.4696440100669861,231.57412719726562
2022-07-05,20190.115234375,1134.541015625,0.45763200521469116,230.8463592529297
2022-07-06,20548.24609375,1186.9739990234375,0.4621790051460266,238.49993896484375
2022-07-07,21637.587890625,1237.5933837890625,0.4778119921684265,241.5445098876953
2022-07-08,21731.1171875,1222.5062255859375,0.46731099486351013,240.75071716308594
2022-07-09,21592.20703125,1216.978271484375,0.4787600040435791,243.24107360839844
2022-07-10,20860.44921875,1168.401611328125,0.4632200002670288,234.65557861328125
2022-07-11,19970.556640625,1097.236572265625,0.4355199933052063,225.85850524902344
2022-07-12,19323.9140625,1038.191650390625,0.417928010225296,220.4645538330078
2022-07-13,20212.07421875,1113.587158203125,0.43810799717903137,230.52476501464844
2022-07-14,20569.919921875,1191.5262451171875,0.4410249888896942,238.1644744873047
2022-07-15,20836.328125,1233.129150390625,0.4424560070037842,238.57398986816406
2022-07-16,21190.31640625,1352.62646484375,0.45723000168800354,249.5938720703125
2022-07-17,20779.34375,1338.6357421875,0.4473530054092407,247.84848022460938
2022-07-18,22485.689453125,1578.7178955078125,0.4925430119037628,264.88604736328125
2022-07-19,23389.43359375,1542.9752197265625,0.5157679915428162,268.81732177734375
2022-07-20,23231.732421875,1520.20068359375,0.49104300141334534,258.33880615234375
2022-07-21,23164.62890625,1576.74951171875,0.5000979900360107,265.4625549316406
2022-07-22,22714.978515625,1537.4051513671875,0.4839459955692291,262.87744140625
2022-07-23,22465.478515625,1549.2974853515625,0.5173680186271667,259.4630126953125
2022-07-24,22609.1640625,1599.4766845703125,0.5138139724731445,261.8648681640625
2022-07-25,21361.701171875,1445.3834228515625,0.4762499928474426,245.14849853515625
2022-07-26,21239.75390625,1441.8067626953125,0.4676069915294647,248.9583740234375
2022-07-27,22930.548828125,1636.232666015625,0.5105530023574829,271.5043640136719
2022-07-28,23843.88671875,1725.4681396484375,0.5133280158042908,277.2939147949219
2022-07-29,23804.6328125,1727.406982421875,0.5233349800109863,293.9533386230469
2022-07-30,23656.20703125,1695.969482421875,0.5255759954452515,287.5361328125
2022-07-31,23336.896484375,1681.517333984375,0.5170199871063232,283.5794677734375
2022-08-01,23314.19921875,1635.19580078125,0.5141230225563049,283.53948974609375
2022-08-02,22978.1171875,1632.9454345703125,0.4968329966068268,283.82098388671875
2022-08-03,22846.5078125,1618.87451171875,0.5009880065917969,298.3567810058594
2022-08-04,22630.95703125,1608.205810546875,0.4996680021286011,310.7060546875
2022-08-05,23289.314453125,1732.254638671875,0.517503023147583,315.185546875
2022-08-06,22961.279296875,1691.6580810546875,0.5112559795379639,315.06890869140625
2022-08-07,23175.890625,1699.350830078125,0.5274699926376343,322.921142578125
2022-08-08,23809.486328125,1775.51611328125,0.5365960001945496,324.8004150390625
2022-08-09,23164.318359375,1703.0250244140625,0.5140519738197327,324.9123229980469
2022-08-10,23947.642578125,1851.74267578125,0.5370929837226868,328.4711608886719
2022-08-11,23957.529296875,1881.22412109375,0.5312579870223999,323.80023193359375
2022-08-12,24402.818359375,1957.2464599609375,0.5407530069351196,327.5146789550781
2022-08-13,24424.068359375,1981.3365478515625,0.5598130226135254,323.8701477050781
2022-08-14,24371.1171875,1950.0540771484375,0.5709938406944275,320.0794982910156
