nm_municipio;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_sit_totalizacao;aa_eleicao;qt_votos_nom_validos;qt_votos_concorrentes
CONCEIÇÃO DOS OUROS;Vereador;15015;DANILO AUGUSTO DE CASTRO;DANILO CASTRO;MDB;Eleito;2024;341;7613
CONCEIÇÃO DOS OUROS;Vereador;44123;ANTONIO CARLOS DE ALMEIDA JUNIOR;JUNINHO DA NICEIA;UNIÃO;Eleito;2024;316;7613
CONCEIÇÃO DOS OUROS;Vereador;44678;LUIZ ROBERTO ROCHA;LUIZ ROCHA;UNIÃO;Eleito;2024;292;7613
CONCEIÇÃO DOS OUROS;Vereador;11620;FERNANDO DE OLIVEIRA BARBOSA;FERNANDO DA VÁ;PP;Eleito;2024;219;7613
CONCEIÇÃO DOS OUROS;Vereador;22123;BENEDITO DE OLIVEIRA CARLOS PINTO;OLIVEIRA DO DITINHO DOUTOR;PL;Eleito;2024;217;7613
CONFINS;Vereador;33123;WENDERSON PEREIRA ARAÚJO;WENDERSON CONTADOR;MOBILIZA;Eleito;2024;408;5897
CONFINS;Vereador;10000;DEIWSON DE MATOS SANTOS;DEIVIN DEIWSON GERALDO PRETO;REPUBLICANOS;Eleito;2024;324;5897
CONFINS;Vereador;11190;CRISTIANO VERTELO BARBOSA;CRISTIANO VERTELO;PP;Eleito;2024;290;5897
CONFINS;Vereador;44444;DEBONY CAROLINE DA SILVA;DEBONY CAROLINE;UNIÃO;Eleito;2024;259;5897
CONFINS;Vereador;11555;REGINALDO FERREIRA DOS REIS;REGINALDO DA DISBEL;PP;Eleito;2024;244;5897
CONFINS;Vereador;25130;SIDNEI MARCOS GRIGORIO;NEI DE MUMU;PRD;Eleito;2024;242;5897
CONFINS;Vereador;55555;EDUARDO MAURO OLIVEIRA;EDUARDO DE CHICO DÓ;PSD;Eleito;2024;237;5897
CONFINS;Vereador;20888;CHARLES DE OLIVEIRA;CHARLES OLIVEIRA;PODE;Eleito;2024;173;5897
CONFINS;Vereador;33133;WELITON EVALDO RODRIGUES PAULINO;WELITON PAULINO  ZÉ GALINHA;MOBILIZA;Eleito;2024;137;5897
CONGONHAL;Vereador;10111;LUIZ GUSTAVO LOPES;GUSTAVO LOPES;REPUBLICANOS;Eleito;2024;886;7988
CONGONHAL;Vereador;44444;VANDERVAL MARIANO;VANDERVAL MARIANO TIGRE;UNIÃO;Eleito;2024;503;7988
CONGONHAL;Vereador;10000;LUIZ SÉRGIO PEREIRA;LUIZ SÉRGIO;REPUBLICANOS;Eleito;2024;495;7988
CONGONHAL;Vereador;25123;RENATO SILVA;RENATO JESO LINO;PRD;Eleito;2024;449;7988
CONGONHAL;Vereador;44610;LUCAS SANTOS CARVALHO;LUCAS SANTINHO;UNIÃO;Eleito;2024;431;7988
CONGONHAL;Vereador;44044;CASSIO ANTONIO LOPES;CASSINHO;UNIÃO;Eleito;2024;416;7988
CONGONHAL;Vereador;10333;CLAUDINEI AUGUSTO COUTINHO;CAL;REPUBLICANOS;Eleito;2024;411;7988
CONGONHAL;Vereador;10123;RITA DE CÁSSIA COUTINHO RIBEIRO;RITA DO POSTO;REPUBLICANOS;Eleito;2024;404;7988
CONGONHAL;Vereador;25625;GEREMIAS VILHENA BORGES;GEREMIAS ENFERMEIRO;PRD;Eleito;2024;383;7988
CONGONHAS;Vereador;22222;IGOR JONAS SOUZA COSTA;IGOR SOUZA COSTA;PL;Eleito;2024;1821;34125
CONGONHAS;Vereador;77800;HELI NASCIMENTO FAUSTINO;HELI PIU;SOLIDARIEDADE;Eleito;2024;1235;34125
CONGONHAS;Vereador;55123;HEMERSON RONAN INACIO;MERCIO;PSD;Eleito;2024;1196;34125
CONGONHAS;Vereador;22122;AVERALDO PEREIRA DA SILVA;AVERALDO PICA PAU;PL;Eleito;2024;1084;34125
CONGONHAS;Vereador;55333;ROBERTO KLEITON GUERRA DE AGUIAR;ROBERTINHO ROBY;PSD;Eleito;2024;1077;34125
CONGONHAS;Vereador;20200;RODRIGO SILVA MENDES;PROFESSOR RODRIGO MENDES;PODE;Eleito;2024;989;34125
CONGONHAS;Vereador;22123;SIMONIA MARIA DE JESUS MAGALHÃES;SIMONIA MAGALHÃES;PL;Eleito;2024;985;34125
CONGONHAS;Vereador;20123;EDONIAS CLEMENTINO DE ALMEIDA;GALILEU;PODE;Eleito;2024;881;34125
CONGONHAS;Vereador;77123;KATE BARBARA MARQUES URZEDO;KATE BARBARA;SOLIDARIEDADE;Eleito;2024;877;34125
CONGONHAS;Vereador;33456;EDUARDO CORDEIRO MATOSINHOS;EDUARDO MATOSINHOS;MOBILIZA;Eleito;2024;864;34125
CONGONHAS;Vereador;40456;GERSON DANIEL DE DEUS;GERSON GORDO;PSB;Eleito;2024;756;34125
CONGONHAS;Vereador;25456;EDUARDO LADISLAU MARQUES;EDUARDO MARANHÃO;PRD;Eleito;2024;667;34125
CONGONHAS;Vereador;43333;GERALDO GILMAR ATAYDES SEABRA;DR, GILMAR SEABRA;PV;Eleito;2024;625;34125
CONGONHAS DO NORTE;Vereador;44120;FRANCISCO CUSTODIO DA SILVA;CHIQUINHO DA EXTREMA;UNIÃO;Eleito;2024;213;3250
CONGONHAS DO NORTE;Vereador;55999;VALTER LIRA DA CONCEIÇÃO;VALTINHO CABELEREIRO;PSD;Eleito;2024;197;3250
CONGONHAS DO NORTE;Vereador;44888;JUNIA SOUZA RODRIGUES;JUNINHA DE CHIQUINHO;UNIÃO;Eleito;2024;172;3250
CONGONHAS DO NORTE;Vereador;44444;ADONISETE JOSE DOS SANTOS;DONI DA SAUDE;UNIÃO;Eleito;2024;159;3250
CONGONHAS DO NORTE;Vereador;25678;ANDERLENE DE JESUS MORAES PEREIRA;ANDERLENE DA SAUDE;PRD;Eleito;2024;157;3250
CONGONHAS DO NORTE;Vereador;55500;WANDERSON DOS SANTOS BRANDAO;NEM DE RENÊ;PSD;Eleito;2024;127;3250
CONGONHAS DO NORTE;Vereador;11000;CLEBER MENDES FERREIRA;CLEBINHO DO BOM JARDIM;PP;Eleito;2024;125;3250
CONGONHAS DO NORTE;Vereador;13600;ANTONIO MARCIO DE OLIVEIRA;MARCINHO DADÁ;PT;Eleito;2024;103;3250
CONGONHAS DO NORTE;Vereador;25222;JOSE CAMILO PIRES DE SOUZA;BIBICO;PRD;Eleito;2024;95;3250
CONQUISTA;Vereador;55123;JULIO CESAR DOS SANTOS;SIBIRIKA;PSD;Eleito;2024;306;4747
CONQUISTA;Vereador;40123;JUNIO CESAR DE OLIVEIRA;JUNINHO;PSB;Eleito;2024;279;4747
CONQUISTA;Vereador;22000;TULIO MOREIRA DOS REIS;TULIO DO AUTO ESCOLA;PL;Eleito;2024;184;4747
CONQUISTA;Vereador;22222;SILVIO ARTUR DAIOLA;SILVIO DAIOLA;PL;Eleito;2024;173;4747
CONQUISTA;Vereador;40190;LUIZ ANTONIO ALVES;SARGENTO LUIZ;PSB;Eleito;2024;144;4747
CONQUISTA;Vereador;55555;MARCOS AUGUSTO DE MATTOS;MARKITO;PSD;Eleito;2024;143;4747
CONQUISTA;Vereador;43013;WENDELL ANTÔNIO ARDUINI;WENDELL ARDUINI;PV;Eleito;2024;132;4747
CONQUISTA;Vereador;15115;AIRTON LUCAS DE OLIVEIRA;AIRTON METRALHA;MDB;Eleito;2024;110;4747
CONQUISTA;Vereador;10222;RICARDO CÉSAR DA SILVEIRA BOVI;RICARDO BOVI;REPUBLICANOS;Eleito;2024;109;4747
CONSELHEIRO LAFAIETE;Vereador;25333;ERIVELTON MARTINS JAIME DA SILVA;ERIVELTON SONHO DE RUA;PRD;Eleito;2024;3543;66591
CONSELHEIRO LAFAIETE;Vereador;43633;DAMIRES RINARLLY OLIVEIRA PINTO;DAMIRES RINARLLY;PV;Eleito;2024;3406;66591
CONSELHEIRO LAFAIETE;Vereador;11888;WASHINGTON FERNANDO BANDEIRA;FERNANDO BANDEIRA;PP;Eleito;2024;1794;66591
CONSELHEIRO LAFAIETE;Vereador;25123;ANGELINO CLÁUDIO PIMENTA NETO;PASTOR ANGELINO;PRD;Eleito;2024;1475;66591
CONSELHEIRO LAFAIETE;Vereador;55333;SIMONE DO CARMO SILVA;SIMONE DO CARMO;PSD;Eleito;2024;1317;66591
CONSELHEIRO LAFAIETE;Vereador;20777;SAMUEL CARLOS DE SOUZA;SAMUEL CARLOS;PODE;Eleito;2024;1271;66591
CONSELHEIRO LAFAIETE;Vereador;11444;ARLINDO REZENDE FONSECA;ARLINDO LEITEIRO;PP;Eleito;2024;1253;66591
CONSELHEIRO LAFAIETE;Vereador;11333;OSWALDO ALVES BARBOSA;PROFESSOR OSWALDO BARBOSA;PP;Eleito;2024;1242;66591
CONSELHEIRO LAFAIETE;Vereador;13789;PEDRO AMÉRICO DE ALMEIDA;PEDRINHO;PT;Eleito;2024;1139;66591
CONSELHEIRO LAFAIETE;Vereador;55680;JOAO PAULO FERNANDES RESENDE;JOÃO PAULO PÉ QUENTE;PSD;Eleito;2024;1001;66591
CONSELHEIRO LAFAIETE;Vereador;45612;ROGER DIÊGO EVANGELISTA;ROGER DIÊGO;PSDB;Eleito;2024;937;66591
CONSELHEIRO LAFAIETE;Vereador;25555;MARIA DA CONCEIÇÃO APARECIDA TOLEDO SOARES DE ALMEIDA;CIDA TOLEDO;PRD;Eleito;2024;911;66591
CONSELHEIRO LAFAIETE;Vereador;33789;REGINA DA SILVA COSTA;GINA COSTA;MOBILIZA;Eleito;2024;740;66591
CONSELHEIRO PENA;Vereador;35555;LUCIANA ANGELICA BICHARA CALHAU TEIXEIRA;LU BICHARA;PMB;Eleito;2024;908;12065
CONSELHEIRO PENA;Vereador;11123;AGSANGELO BASTOS DE OLIVEIRA;GUI DA BAIXADA;PP;Eleito;2024;626;12065
CONSELHEIRO PENA;Vereador;10000;MARCOS FELICISSIMO GONÇALVES;MARQUINHOS;REPUBLICANOS;Eleito;2024;564;12065
CONSELHEIRO PENA;Vereador;28123;RONEI CARLOS DE SOUZA;RONEI DO SINDICATO;PRTB;Eleito;2024;554;12065
CONSELHEIRO PENA;Vereador;28000;JACOB PINTO DE ASSUNÇÃO;JACOB PINTO O SISTEMA;PRTB;Eleito;2024;470;12065
CONSELHEIRO PENA;Vereador;28130;EDUARDO DA SILVA CUNHA;DU DO SALÃO;PRTB;Eleito;2024;448;12065
CONSELHEIRO PENA;Vereador;35111;WACKSON CANDIDO DE OLIVEIRA;WACKSON PRODUTOR RURAL;PMB;Eleito;2024;425;12065
CONSELHEIRO PENA;Vereador;35222;VINICIUS MOREIRA DA SILVA;VINICIUS COPEPRINT;PMB;Eleito;2024;345;12065
CONSELHEIRO PENA;Vereador;70000;HIGOR LUIZ PEREIRA NUNES;HIGOR POPÔ;AVANTE;Eleito;2024;316;12065
CONSELHEIRO PENA;Vereador;25444;LEANDRO JOAQUIM DE SIQUEIRA;LEANDRO DO PADRE ANGELO;PRD;Eleito;2024;309;12065
CONSELHEIRO PENA;Vereador;15111;ADRIANA LUIZA DE OLIVEIRA LUCAS;ADRIANA ENFERMEIRA;MDB;Eleito;2024;284;12065
CONSOLAÇÃO;Vereador;25212;BENEDITO DONIZETI PEREIRA;PASTOR BENEDITO;PRD;Eleito;2024;152;1780
CONSOLAÇÃO;Vereador;44123;MAURO DONIZETE RAFAEL RIBEIRO;ZÉTI VERGINO;UNIÃO;Eleito;2024;147;1780
CONSOLAÇÃO;Vereador;44600;EVERTON APARECIDO TEÓFILO MARQUES;CIDÃO;UNIÃO;Eleito;2024;134;1780
CONSOLAÇÃO;Vereador;25123;SIDOMAR APARECIDO DE MORAES;ZIQUINHO;PRD;Eleito;2024;132;1780
CONSOLAÇÃO;Vereador;11123;LÁZARO ALMEIDA MOTA;LÁZARO GOLEIRO;PP;Eleito;2024;116;1780
CONSOLAÇÃO;Vereador;44225;LUCIMARA APARECIDA DA ROSA;MARA BALTAZAR;UNIÃO;Eleito;2024;115;1780
CONSOLAÇÃO;Vereador;11000;ROBERTA APARECIDA DA SILVA MARQUES;ROBERTA;PP;Eleito;2024;111;1780
CONSOLAÇÃO;Vereador;11234;EDUARDO ALEXANDRE ROSA NOGUEIRA PEREIRA;DU DO XANDINHO;PP;Eleito;2024;105;1780
CONSOLAÇÃO;Vereador;25222;JOÃO PAULO ANDRADE GUTIERREZ;TIA LITA;PRD;Eleito;2024;94;1780
CONTAGEM;Vereador;12012;LEANDRO VIANA DA SILVA;LÉO DA ACADEMIA;PDT;Eleito;2024;10627;311235
CONTAGEM;Vereador;22222;PEDRO LUIZ DA SILVA;PEDRO LUIZ;PL;Eleito;2024;9330;311235
CONTAGEM;Vereador;33321;DENILSON ELIAS SILVA DE OLIVEIRA;DENILSON DA JUC;MOBILIZA;Eleito;2024;9002;311235
CONTAGEM;Vereador;13000;ADRIANA CRISTINA FABIANO DE SOUZA;ADRIANA SOUZA;PT;Eleito;2024;8205;311235
CONTAGEM;Vereador;43456;SILVIA DA CRUZ MESSIAS;SILVINHA DUDU;PV;Eleito;2024;8022;311235
CONTAGEM;Vereador;45000;GLÓRIA DE FATIMA LOPES PENA;GLÓRIA DA APOSENTADORIA;PSDB;Eleito;2024;6753;311235
CONTAGEM;Vereador;11444;MARCOS VINICIUS RANGEL DE FARIA;VINICIUS FARIA;PP;Eleito;2024;5997;311235
CONTAGEM;Vereador;22000;JOSE MAURICIO MOREIRA DE BARROS;MAURICINHO DO SANDUICHE;PL;Eleito;2024;5930;311235
CONTAGEM;Vereador;44222;ALEXSANDER CHIODI MAIA;ALEX CHIODI;UNIÃO;Eleito;2024;5715;311235
CONTAGEM;Vereador;22123;KEYLA CRISTINA PARREIRAS PINTO AREDES;TIA KEYLA;PL;Eleito;2024;5714;311235
CONTAGEM;Vereador;40027;DANIEL PEREIRA FONSECA SILVA;DANIEL DO IRINEU;PSB;Eleito;2024;5696;311235
CONTAGEM;Vereador;77123;ARNALDO LUIZ DE OLIVEIRA;ARNALDO DE OLIVEIRA;SOLIDARIEDADE;Eleito;2024;5599;311235
CONTAGEM;Vereador;44244;JUNIOR OLIVEIRA ZICA;JUNIOR ZICA;UNIÃO;Eleito;2024;4630;311235
CONTAGEM;Vereador;43600;BRUNO BRAGA BATISTA;BRUNO BARREIRO;PV;Eleito;2024;4539;311235
CONTAGEM;Vereador;13600;MOARA CORREA SABOIA;MOARA SABOIA;PT;Eleito;2024;4260;311235
CONTAGEM;Vereador;13100;JOSE ANTONIO PROCOPIO DE ALMEIDA;ZÉ ANTÔNIO DO HOSPITAL;PT;Eleito;2024;4215;311235
CONTAGEM;Vereador;18789;JOSÉ GERALDO DE ALMEIDA;GEGE MARRECO;REDE;Eleito;2024;4206;311235
CONTAGEM;Vereador;10123;DAISY DANIELA DE BARROS DA SILVA;DAISY SILVA;REPUBLICANOS;Eleito;2024;4075;311235
CONTAGEM;Vereador;55000;DANIEL FLÁVIO DE MOURA CARVALHO;DANIEL CARVALHO;PSD;Eleito;2024;3915;311235
CONTAGEM;Vereador;25444;ITAMAR DOS SANTOS DA SILVA;PASTOR ITAMAR;PRD;Eleito;2024;3882;311235
CONTAGEM;Vereador;44321;ADILSON LAMOUNIER DA ROCHA NOGUEIRA;ADILSON LAMOUNIER;UNIÃO;Eleito;2024;3462;311235
CONTAGEM;Vereador;15678;CAROLINA CARVALHO DINIZ;CAROL DO TETECO;MDB;Eleito;2024;3266;311235
CONTAGEM;Vereador;70777;JOSE CARLOS CARNEIRO GOMES;JOSE CARLOS GOMES;AVANTE;Eleito;2024;3220;311235
CONTAGEM;Vereador;33192;RODRIGO DO NASCIMENTO;RODRIGO DO POSTO;MOBILIZA;Eleito;2024;3120;311235
CONTAGEM;Vereador;25001;DIEMERSON MAURO FERREIRA;DIDI;PRD;Eleito;2024;2829;311235
COQUEIRAL;Vereador;11777;GILNEI VILAS BOAS;GILNEI MOTORISTA;PP;Eleito;2024;298;6049
COQUEIRAL;Vereador;22822;GERSI CANDIDO DA SILVA;GERSI DA RECICLAGEM;PL;Eleito;2024;273;6049
COQUEIRAL;Vereador;33333;CLAUDENIR EURIPEDES DE PAULA;CLAUDENIR DA FUNERÁRIA;MOBILIZA;Eleito;2024;229;6049
COQUEIRAL;Vereador;11678;EDVAL ELOI;DIVARZINHO;PP;Eleito;2024;205;6049
COQUEIRAL;Vereador;44044;VANDERLEI AZARIAS DE OLIVEIRA;DERLEI AZARIAS;UNIÃO;Eleito;2024;182;6049
COQUEIRAL;Vereador;55111;INASIA MARIA LASMAR;INÁSIA LASMAR;PSD;Eleito;2024;180;6049
COQUEIRAL;Vereador;10500;EUGENIO MARQUES;GENINHO;REPUBLICANOS;Eleito;2024;176;6049
COQUEIRAL;Vereador;55180;JÚLIO CÉSAR MONTEIRO;JÚLIO CESAR DA CACHOEIRA;PSD;Eleito;2024;155;6049
COQUEIRAL;Vereador;44555;AID ÁVILA LASMAR;AID LASMAR;UNIÃO;Eleito;2024;143;6049
CORAÇÃO DE JESUS;Vereador;22111;GLEISSON FERREIRA LEITE;GLEISSON CEREAIS;PL;Eleito;2024;684;16685
CORAÇÃO DE JESUS;Vereador;20210;ERILIO NOGUEIRA MELO;ERILIO MELO;PODE;Eleito;2024;606;16685
CORAÇÃO DE JESUS;Vereador;44123;PAULO HENRIQUE MENDES NOBRE;PÊU DO SÃO JOAQUIM;UNIÃO;Eleito;2024;579;16685
CORAÇÃO DE JESUS;Vereador;12111;SANDRA SOARES RABELO RAMOS;SANDRA PROFESSORA;PDT;Eleito;2024;545;16685
CORAÇÃO DE JESUS;Vereador;25111;ABILIO FAGUNDES JACOME JUNIOR;JÚNIOR FAGUNDES;PRD;Eleito;2024;500;16685
CORAÇÃO DE JESUS;Vereador;44111;GUENILSON DA SILVA MOTA;GUENILSON DO BREJINHO;UNIÃO;Eleito;2024;449;16685
CORAÇÃO DE JESUS;Vereador;22222;ÁLVARO LUIS PRATES LELIS E MARES GUIMARAES;ÁLVARO DE DR NETINHO;PL;Eleito;2024;443;16685
CORAÇÃO DE JESUS;Vereador;20000;FERNANDO ELIAS OLIVEIRA GOMES;FERNANDO GOMES;PODE;Eleito;2024;434;16685
CORAÇÃO DE JESUS;Vereador;15111;JOSE ONILDO SANTOS PINHEIRO;ZÉ ONILDO;MDB;Eleito;2024;418;16685
CORAÇÃO DE JESUS;Vereador;15123;JOSE ARNALDO RIBEIRO FONSECA;NADÃO;MDB;Eleito;2024;399;16685
CORAÇÃO DE JESUS;Vereador;12789;EDIVAN DE JESUS PEREIRA AGUIAR;TÓ DA FAVEIRA;PDT;Eleito;2024;398;16685
CORDISBURGO;Vereador;55555;WARLEY MATIAS GOMES;CAIANO;PSD;Eleito;2024;411;5686
CORDISBURGO;Vereador;10123;SIDNEY VALGAS DA SILVA;SIDNEY DO SERTANEJO;REPUBLICANOS;Eleito;2024;288;5686
CORDISBURGO;Vereador;20111;EDIMAR ARAÚJO FONSECA;EDIMAR DO KI BARATO ;PODE;Eleito;2024;220;5686
CORDISBURGO;Vereador;55123;LUCAS DIAS MARTINS;LUCÃO;PSD;Eleito;2024;202;5686
CORDISBURGO;Vereador;15123;SAVIO ROGERIO BERALDO TROMBINI;SAVIO TROMBINI;MDB;Eleito;2024;188;5686
CORDISBURGO;Vereador;10000;MARIEL APARECIDA DE OLIVEIRA BOLINA;MARIEL BOLINA;REPUBLICANOS;Eleito;2024;184;5686
CORDISBURGO;Vereador;55166;ELIENE MARTINS DE LIMA;ELIENE DA COOPERATIVA;PSD;Eleito;2024;152;5686
CORDISBURGO;Vereador;15000;PAULO EDUARDO DA ROCHA;PAULO GORDO;MDB;Eleito;2024;142;5686
CORDISBURGO;Vereador;15015;LUIZ CARLOS PEREIRA MARIZ;LUIZ MARIZ FRANGUINHO;MDB;Eleito;2024;141;5686
CORDISLÂNDIA;Vereador;10000;ÂNGELO AUGUSTO FELIZARDO TAVARES;GUTO DA ROSINHA;REPUBLICANOS;Eleito;2024;158;2647
CORDISLÂNDIA;Vereador;22789;JOSÉ RICARDO MENDES;RICARDO DA MATA;PL;Eleito;2024;140;2647
CORDISLÂNDIA;Vereador;70666;MARCOS MACIEL DE OLIVEIRA;MARCOS DO MANÉ;AVANTE;Eleito;2024;123;2647
CORDISLÂNDIA;Vereador;10555;CASSIMIRO VENTURA NETO;DINDINHO DO JILÓ;REPUBLICANOS;Eleito;2024;106;2647
CORDISLÂNDIA;Vereador;15000;ERICA BENASSI DA CRUZ PEREIRA;ERICA DA SAÚDE;MDB;Eleito;2024;105;2647
CORDISLÂNDIA;Vereador;70000;JOSMAR MENDES RIGO;THÊ DO ZÉ RIGO;AVANTE;Eleito;2024;104;2647
CORDISLÂNDIA;Vereador;22123;NELSON LUIZ DOS SANTOS;NELSON DA KOMBI;PL;Eleito;2024;101;2647
CORDISLÂNDIA;Vereador;44444;ROGÉRIO SILVÉRIO MENDES;DIELO;UNIÃO;Eleito;2024;90;2647
CORDISLÂNDIA;Vereador;15345;VALDEMIR FRANCISCO MARTIMINO;DIMAS MARTIMINO;MDB;Eleito;2024;87;2647
CORINTO;Vereador;13555;VALDIR PEREIRA DA SILVEIRA;VALDIR DA COOPERATIVA;PT;Eleito;2024;810;14078
CORINTO;Vereador;15000;ROSÂNGELA GEORGINA DA SILVA;ROSÂNGELA ENFERMEIRA;MDB;Eleito;2024;723;14078
CORINTO;Vereador;44123;PAULA CRISTINA NUNES GUEDES;PAULA GUEDES ENFERMEIRA;UNIÃO;Eleito;2024;714;14078
CORINTO;Vereador;55500;MARCOS ANTÔNIO DE SOUZA;MARQUINHO DO CARRAPATO;PSD;Eleito;2024;561;14078
CORINTO;Vereador;15555;FERNANDO HENRIQUE DE AGUIAR SOARES;FERNANDO JOSE;MDB;Eleito;2024;555;14078
CORINTO;Vereador;15123;THIAGO VICENTE DA SILVA;THIAGO DE EDUINO;MDB;Eleito;2024;497;14078
CORINTO;Vereador;18123;CLEITON ASSUNÇÃO ALVES DE OLIVEIRA;PRETO URUBU;REDE;Eleito;2024;473;14078
CORINTO;Vereador;55123;JOÃO RAIMUNDO NETO;JOÃO DO TÁXI;PSD;Eleito;2024;464;14078
CORINTO;Vereador;44444;ODAIR BARBOSA DE ARAUJO;ODAIR DE CONTRIA;UNIÃO;Eleito;2024;461;14078
CORINTO;Vereador;77100;MULER ANGELIS DE SOUZA;MILER;SOLIDARIEDADE;Eleito;2024;366;14078
CORINTO;Vereador;18777;GUILHERME DE OLIVEIRA SANTANA;GUILHERME SANTANA;REDE;Eleito;2024;281;14078
COROACI;Vereador;44444;JOSE HENRIQUE ALVES DO NASCIMENTO;ZÉ HENRIQUE;UNIÃO;Eleito;2024;646;6657
COROACI;Vereador;10777;ANA LUIZA MOURA DE OLIVEIRA;ANA OLIVEIRA;REPUBLICANOS;Eleito;2024;412;6657
COROACI;Vereador;40111;ALENIZIO RODRIGUES DOS SANTOS;ALENIZIO DA USINA;PSB;Eleito;2024;303;6657
COROACI;Vereador;15123;WELINGTON DE SOUZA SANTOS;GABI DO MOTOTAXI;MDB;Eleito;2024;296;6657
COROACI;Vereador;44111;EVANDRO FERNANDES MARTINS;VANDÃO DO BUSÃO;UNIÃO;Eleito;2024;268;6657
COROACI;Vereador;15555;MIRACY NOGUEIRA DE AZEVEDO DOS SANTOS;MIRACY;MDB;Eleito;2024;233;6657
COROACI;Vereador;10000;JOÃO COELHO BRANDÃO;LELO BRANDAO;REPUBLICANOS;Eleito;2024;190;6657
COROACI;Vereador;33321;SARAH REIS TOMAZ;SARAH TOMAZ;MOBILIZA;Eleito;2024;175;6657
COROACI;Vereador;40000;JOEL FERREIRA DE ALMEIDA;JOEL FERREIRA;PSB;Eleito;2024;172;6657
COROMANDEL;Vereador;25123;DENISE ALVES VIEIRA;DENISE ALVES;PRD;Eleito;2024;1188;18863
COROMANDEL;Vereador;20999;MARCELO RICARDO DE ASSIS FERREIRA;MARCELO RICARDO;PODE;Eleito;2024;1005;18863
COROMANDEL;Vereador;22789;RODRIGO SOARES ROSA;RODRIGO DA CARTUCHO & CIA;PL;Eleito;2024;910;18863
COROMANDEL;Vereador;70000;MARCOS DE SIQUEIRA NACIF JUNIOR;JUNINHO NACIF;AVANTE;Eleito;2024;815;18863
COROMANDEL;Vereador;11000;FRANCIENE RAQUEL PEREIRA PAIVA;FRANCIENE PAIVA PROFESSORA;PP;Eleito;2024;709;18863
COROMANDEL;Vereador;30000;DOUGLAS PEREIRA CASTRO;PROFESSOR DOUGLAS CASTRO;NOVO;Eleito;2024;652;18863
COROMANDEL;Vereador;11111;LÉSSIA BEATRIZ FERREIRA;LÉSSIA PAINHA;PP;Eleito;2024;637;18863
COROMANDEL;Vereador;22000;GILVAN RODRIGUES MOREIRA;GILVAN;PL;Eleito;2024;567;18863
COROMANDEL;Vereador;25555;WILSON MARRA DE OLIVEIRA;WILSON MARRA;PRD;Eleito;2024;518;18863
COROMANDEL;Vereador;25000;JULIO CESAR MARRA DA SILVA;JULIO MARRA;PRD;Eleito;2024;517;18863
COROMANDEL;Vereador;70123;EDNEY MELO ROSA;EDNEY MELO;AVANTE;Eleito;2024;456;18863
CORONEL FABRICIANO;Vereador;22222;ROBERTO RODRIGUES;BETO CAVALEIRO;PL;Eleito;2024;2567;55385
CORONEL FABRICIANO;Vereador;45111;RONILSON EVELTON DE SOUZA;RONILSON BURRINHO;PSDB;Eleito;2024;1530;55385
CORONEL FABRICIANO;Vereador;40456;JOSÉ LUCILIO ALVARENGA NETO;ZEZINHO SINTTROCEL;PSB;Eleito;2024;1510;55385
CORONEL FABRICIANO;Vereador;40678;MARCELO SOARES DE ALMEIDA;MARCELO MOTORISTA;PSB;Eleito;2024;1399;55385
CORONEL FABRICIANO;Vereador;13658;FRANCISCO DE ASSIS SIMÕES THOMAZ;CHICO SIMÕES;PT;Eleito;2024;1349;55385
CORONEL FABRICIANO;Vereador;33123;LUCIANO LUGÃO DA SILVA;LUGÃO;MOBILIZA;Eleito;2024;1344;55385
CORONEL FABRICIANO;Vereador;44000;REINALDO MONTEIRO DE ALVARENGA;REINALDO DA SAÚDE;UNIÃO;Eleito;2024;1322;55385
CORONEL FABRICIANO;Vereador;40222;WANDERLEY RIBEIRO ARAUJO;LEY WANDERLEY;PSB;Eleito;2024;1219;55385
CORONEL FABRICIANO;Vereador;44789;GERALDO CRISTIANO ALVES VALENTIM;CRISTIANO DO CAIS;UNIÃO;Eleito;2024;1163;55385
CORONEL FABRICIANO;Vereador;22123;PAULO VIRGILIO DA SILVA;PAULINHO;PL;Eleito;2024;1137;55385
CORONEL FABRICIANO;Vereador;55300;BRUNO LÁZARO DA SILVA;BRUNO LÁZARO;PSD;Eleito;2024;1111;55385
CORONEL FABRICIANO;Vereador;45610;ANIRTON VALERIANO DA SILVA;MILTINHO DO SACOLÃO;PSDB;Eleito;2024;1049;55385
CORONEL FABRICIANO;Vereador;55456;REGINALDO MESSIAS DA SILVA;REGINALDO MESSIAS;PSD;Eleito;2024;879;55385
CORONEL FABRICIANO;Vereador;77888;VALDIR VIEIRA DA SILVA;VALDIR MOTORISTA;SOLIDARIEDADE;Eleito;2024;839;55385
CORONEL FABRICIANO;Vereador;20122;ADRIANO MARTINS DE OLIVEIRA;ADRIANO MARTINS  SAÚDE POPULAR;PODE;Eleito;2024;769;55385
CORONEL FABRICIANO;Vereador;77658;VANDERLEI CUPERTINO FIALHO;CANIDIA;SOLIDARIEDADE;Eleito;2024;739;55385
CORONEL FABRICIANO;Vereador;40123;THIAGO LUCAS SILVA REIS;THIAGO LUCAS;PSB;Eleito;2024;702;55385
CORONEL MURTA;Vereador;33222;FRANCISCO OLIVEIRA FONSECA;TICO MOTO TAXI;MOBILIZA;Eleito;2024;436;6044
